LOCODE,LAT,LON
ATIEG,48.583333333333336,15.866666666666667
ATITN,48.38333333333333,16.1
ATJDD,47.11666666666667,15.35
ATJPS,48.78333333333333,15.566666666666666
ATKAM,47.4,14.9
ATKFD,47.2,14.816666666666666
ATKMB,48.21666666666667,15.166666666666666
ATKTT,47.25,11.266666666666667
ATLKN,48.71666666666667,13.583333333333334
ATLTS,46.666666666666664,15.466666666666667
ATLTX,48.03333333333333,15.766666666666667
ATLUA,48.483333333333334,13.883333333333333
ATLZD,48.3,16.35
ATMAB,48.21666666666667,15.15
ATMAN,48.083333333333336,13.666666666666666
ATMBS,47.75,16.666666666666668
ATMKA,47.233333333333334,16.083333333333332
ATMKC,48.18333333333333,14.7
ATNAD,48.05,14.85
ATND2,47.93333333333333,17.066666666666666
ATNFN,48.483333333333334,13.983333333333333
ATNGG,48.483333333333334,15.883333333333333
ATNNN,47.9,16.633333333333333
ATNT9,47.833333333333336,16.1
ATNUZ,47.18333333333333,9.8
ATOSH,48.333333333333336,14.183333333333334
ATPAS,47.85,16.833333333333332
ATPBU,48.18333333333333,15.066666666666666
ATPET,48.13333333333333,15.15
ATRAD,47.38333333333333,13.45
ATREG,48.083333333333336,14.133333333333333
ATRHN,48.233333333333334,13
ATRHR,48.06666666666667,16.85
ATRRF,48.4,15.5
ATSAG,47.85,16.616666666666667
ATSAK,48.483333333333334,13.75
ATSFT,48.43333333333333,15.55
ATSGS,47.983333333333334,12.883333333333333
ATSK3,46.63333333333333,14.383333333333333
ATSMK,48.38333333333333,14.733333333333333
ATSMR,47.05,15.75
ATSPG,48.45,16.733333333333334
ATSPZ,48.36666666666667,15.416666666666666
ATSSS,47.483333333333334,16.483333333333334
ATST6,46.8,15.866666666666667
ATSTD,47.6,13.633333333333333
ATSUH,48.6,16.766666666666666
ATSUS,48.11666666666667,14.016666666666667
ATSVM,48.46666666666667,14.15
ATSWH,48.4,16.616666666666667
ATSXA,48.68333333333333,16.866666666666667
ATTAM,47.13333333333333,13.8
ATTEN,46.983333333333334,15.5
ATTFS,47.31666666666667,11.65
ATTHS,48.38333333333333,15.683333333333334
ATTKP,48.416666666666664,13.533333333333333
ATTMR,48.333333333333336,15.733333333333333
ATTTL,48.7,15.9
ATVEL,46.61666666666667,14.05
ATWDF,46.88333333333333,15.466666666666667
ATWEU,48.1,15.516666666666667
ATWSE,48.166666666666664,14.716666666666667
