signaldate,LAT,LON,operation_id,Outlier GPS,In Port,At Sea Anchor,At Sea Adrift,At Sea Voyage
2024-09-12T12:38:00.000000,36.348400333333,18.28213,4,0,0,0,0,1
2024-09-12T12:39:00.000000,36.348434166667,18.2775475,4,0,0,0,0,1
2024-09-12T12:40:00.000000,36.348465333333,18.2729715,4,0,0,0,0,1
2024-09-12T12:41:00.000000,36.348506833333,18.268390333333,4,0,0,0,0,1
2024-09-12T12:42:00.000000,36.348544166667,18.263809833333,4,0,0,0,0,1
2024-09-12T12:43:00.000000,36.348571333333,18.259252833333,4,0,0,0,0,1
2024-09-12T12:44:00.000000,36.348638166667,18.2547035,4,0,0,0,0,1
2024-09-12T12:45:00.000000,36.348690166667,18.2501685,4,0,0,0,0,1
2024-09-12T12:46:00.000000,36.348683833333,18.245620666667,4,0,0,0,0,1
2024-09-12T12:47:00.000000,36.348670666667,18.2410505,4,0,0,0,0,1
2024-09-12T12:48:00.000000,36.3487075,18.2364945,4,0,0,0,0,1
2024-09-12T12:49:00.000000,36.348699666667,18.231965833333,4,0,0,0,0,1
2024-09-12T12:50:00.000000,36.348689333333,18.227425666667,4,0,0,0,0,1
2024-09-12T12:51:00.000000,36.348744666667,18.222864666667,4,0,0,0,0,1
2024-09-12T12:52:00.000000,36.348724333333,18.218313833333,4,0,0,0,0,1
2024-09-12T12:53:00.000000,36.3487585,18.213776,4,0,0,0,0,1
2024-09-12T12:54:00.000000,36.348765166667,18.209242833333,4,0,0,0,0,1
2024-09-12T12:55:00.000000,36.348758666667,18.204708,4,0,0,0,0,1
2024-09-12T12:56:00.000000,36.348770666667,18.2001545,4,0,0,0,0,1
2024-09-12T12:57:00.000000,36.348797333333,18.195617666667,4,0,0,0,0,1
2024-09-12T12:58:00.000000,36.348835166667,18.191106,4,0,0,0,0,1
2024-09-12T12:59:00.000000,36.348854,18.186618,4,0,0,0,0,1
2024-09-12T13:00:00.000000,36.348825333333,18.182126333333,4,0,0,0,0,1
2024-09-12T13:01:00.000000,36.348800166667,18.177616333333,4,0,0,0,0,1
2024-09-12T13:02:00.000000,36.3488125,18.173088,4,0,0,0,0,1
2024-09-12T13:03:00.000000,36.348822333333,18.168565166667,4,0,0,0,0,1
2024-09-12T13:04:00.000000,36.3488195,18.164034166667,4,0,0,0,0,1
2024-09-12T13:05:00.000000,36.348826833333,18.159493833333,4,0,0,0,0,1
